question_id,status,message,gt_message
AQ0250,ERROR,Invalid SPARQL query: Prefix wdt was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R124890>	""C51 noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124891>	""Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124892>	""Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124894>	""Prior noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124895>	""Prior hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124897>	""DDQN (tuned) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124898>	""DDQN (tuned) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124900>	""DDQN+Pop-Art noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124901>	""Gorila""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124902>	""Bootstrapped DQN""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124908>	""DQN noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124911>	""DQN hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124912>	""A2C + SIL""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124913>	""A3C FF hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124914>	""A3C FF (1 day) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124916>	""POP3D""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124919>	""Prior+Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124920>	""ES FF (1 hour) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124921>	""A3C LSTM hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124922>	""Prior+Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124932>	""FQF""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124948>	""MFEC""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0287,ERROR,Invalid SPARQL query: Prefix wdt was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R123293>	""CURL""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124890>	""C51 noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124891>	""Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124892>	""Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124894>	""Prior noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124895>	""Prior hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124897>	""DDQN (tuned) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124898>	""DDQN (tuned) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124900>	""DDQN+Pop-Art noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124901>	""Gorila""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124902>	""Bootstrapped DQN""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124908>	""DQN noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124911>	""DQN hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124912>	""A2C + SIL""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124913>	""A3C FF hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124914>	""A3C FF (1 day) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124916>	""POP3D""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124919>	""Prior+Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124920>	""ES FF (1 hour) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124921>	""A3C LSTM hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124922>	""Prior+Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124931>	""Reactor 500M""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124932>	""FQF""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1827,ERROR,Invalid SPARQL query: Prefix wdt was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R128075>	""TDMS-IE""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1402,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R116579>	""ETL-Span""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1370,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R116774>	""NLL""^^<http://www.w3.org/2001/XMLSchema#string>	""4.05""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1416,ERROR,Invalid SPARQL query: token recognition error at: '~',"?model	?model_lbl
<http://orkg.org/orkg/resource/R117124>	""Unsupervised NMT + Transformer""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1358,ERROR,Invalid SPARQL query: Prefix orkg-dataset was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R115445>	""F1 score""^^<http://www.w3.org/2001/XMLSchema#string>	""93.91""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0085,ERROR,"Invalid SPARQL query: Token \""The\"": mismatched input 'The' expecting <EOF>","?model	?model_lbl
<http://orkg.org/orkg/resource/R117120>	""Attentional encoder-decoder + BPE""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117122>	""PBSMT + NMT""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117164>	""SMT + iterative backtranslation (unsupervised)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117251>	""Linguistic Input Features""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117252>	""Unsupervised NMT + weight-sharing""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117253>	""Unsupervised S2S with attention""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117323>	""SMT + NMT (tuning and joint refinement)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117324>	""SMT as posterior regularization""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117327>	""GPT-3 175B (Few-Shot)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0912,ERROR,Invalid SPARQL query: Prefix schema was not registered using a PREFIX declaration,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0053,ERROR,Invalid SPARQL query: Prefix schema was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R116605>	""WDec""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R116606>	""PNDec""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R116607>	""HRLRE""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0735,ERROR,"Invalid SPARQL query: Token \""Note:\"": no viable alternative at input 'LIMIT10Note:'","?metric	?metric_lbl
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R115445>	""F1 score""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0721,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?metric	?metric_lbl
	
"
AQ1826,ERROR,Invalid SPARQL query: Prefix ork was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R128075>	""TDMS-IE""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0537,ERROR,Invalid SPARQL query: Prefix p was not registered using a PREFIX declaration,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R131170>	""CURL: Contrastive Unsupervised Representations for Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2446,ERROR,Invalid SPARQL query: Prefix wdt was not registered using a PREFIX declaration,"?code
""https://github.com/davda54/sam""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/google-research/sam""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Jannoshh/simple-sam""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Janus-Shiau/SAM-tf2""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/moskomule/sam.pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/sayakpaul/Sharpness-Aware-Minimization-TensorFlow""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2452,ERROR,Invalid SPARQL query: Prefix wdt was not registered using a PREFIX declaration,"?code
""https://github.com/paperswithcode/axcell""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0523,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R130126>	""XLNet: Generalized Autoregressive Pretraining for Language Understanding""^^<http://www.w3.org/2001/XMLSchema#string>
"
